Player,Tm,FantPos,Age,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,PPR,-9999
KeAndre Lambert-Smith,LAC,WR,24,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,51.0,10.2,1.0,0.0,0.0,1,0.0,0.0,16.1,LambKe01
Johnny Mundt,JAX,TE,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,111.0,12.33,0.0,0.0,0.0,0,0.0,0.0,20.1,MundJo00
Kene Nwangwu,NYJ,RB,27,12,0.0,0.0,0.0,0.0,0.0,13.0,49.0,3.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,10.9,NwanKe00
Chris Oladokun,KAN,QB,28,3,35.0,55.0,235.0,1.0,0.0,5.0,18.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0,0.0,0.0,11.2,OladCh00
Dante Pettis,NOR,WR,30,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,127.0,14.11,0.0,1.0,1.0,0,0.0,0.0,19.7,PettDa00
Jack Stoll,NOR,TE,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,46.0,7.67,1.0,0.0,0.0,1,0.0,0.0,16.6,StolJa00
Ian Thomas,LVR,TE,29,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,114.0,8.77,0.0,0.0,0.0,0,0.0,0.0,24.4,ThomIa00
Jamari Thrash,CLE,WR,25,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,107.0,10.7,0.0,0.0,0.0,0,0.0,0.0,20.7,ThraJa01
Tylan Wallace,BAL,WR,26,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,45.0,11.25,1.0,0.0,0.0,1,0.0,0.0,14.5,WallTy00
Brittain Brown,CHI,RB,28,3,0.0,0.0,0.0,0.0,0.0,5.0,37.0,7.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,9.7,BrowBr06
Tyler Conklin,LAC,TE,30,13,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,10.0,7.0,101.0,14.43,0.0,1.0,0.0,0,0.0,0.0,17.3,ConkTy00
Andy Dalton,CAR,QB,38,4,25.0,37.0,293.0,1.0,1.0,5.0,-2.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,0.0,9.5,DaltAn00
Will Dissly,LAC,TE,29,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,97.0,8.82,0.0,0.0,0.0,0,0.0,0.0,20.7,DissWi00
DJ Giddens,IND,RB,22,9,0.0,0.0,0.0,0.0,0.0,26.0,96.0,3.69,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.6,GiddDJ00
Joe Milton,DAL,QB,25,4,15.0,24.0,183.0,1.0,2.0,5.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,10.3,MiltJo00
Skyy Moore,SFO,WR,25,17,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,7.0,5.0,87.0,17.4,0.0,1.0,0.0,0,0.0,0.0,14.8,MoorSk01
Adam Prentice,DEN,FB,28,17,0.0,0.0,0.0,0.0,0.0,10.0,44.0,4.4,0.0,8.0,6.0,53.0,8.83,0.0,0.0,0.0,0,0.0,0.0,15.7,PrenAd00
Josh Whyle,GNB,TE,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,36.0,7.2,1.0,0.0,0.0,1,0.0,0.0,14.6,WhylJo01
Michael Bandy,DEN,WR,28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,50.0,12.5,1.0,1.0,1.0,1,0.0,0.0,13.0,BandMi00
Tanner Conner,MIA,TE,27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,91.0,10.11,0.0,0.0,0.0,0,0.0,0.0,18.1,ConnTa00
Darius Cooper,PHI,WR,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,92.0,10.22,0.0,0.0,0.0,0,0.0,0.0,18.2,CoopDa01
Trevor Etienne,CAR,RB,21,17,0.0,0.0,0.0,0.0,0.0,20.0,94.0,4.7,0.0,3.0,3.0,13.0,4.33,0.0,2.0,1.0,0,0.0,0.0,11.7,EtieTr01
Najee Harris,LAC,RB,27,3,0.0,0.0,0.0,0.0,0.0,15.0,61.0,4.07,0.0,3.0,3.0,25.0,8.33,0.0,0.0,0.0,0,0.0,0.0,11.6,HarrNa00
Malik Heath,GNB,WR,25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,86.0,14.33,0.0,0.0,0.0,0,0.0,0.0,14.6,HeatMa00
Phil Mafah,DAL,RB,23,1,0.0,0.0,0.0,0.0,0.0,5.0,18.0,3.6,1.0,2.0,2.0,11.0,5.5,0.0,0.0,0.0,1,0.0,0.0,10.9,MafaPh00
David Martin-Robinson,TEN,TE,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,30.0,7.5,1.0,0.0,0.0,1,0.0,0.0,13.0,MartDa01
Ryan Miller,TAM,WR,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,34.0,17.0,1.0,0.0,0.0,1,0.0,0.0,11.4,MillRy01
Andrew Ogletree,IND,TE,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,27.0,6.75,1.0,0.0,0.0,1,0.0,0.0,12.7,OgleAn00
Will Shipley,PHI,RB,23,15,0.0,0.0,0.0,0.0,0.0,14.0,49.0,3.5,0.0,12.0,9.0,56.0,6.22,0.0,1.0,1.0,0,0.0,0.0,17.5,ShipWi00
Mason Tipton,NOR,WR,25,14,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.5,0.0,17.0,11.0,76.0,6.91,0.0,1.0,0.0,0,0.0,0.0,20.4,TiptMa00
Casey Washington,ATL,WR,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,94.0,15.67,0.0,0.0,0.0,0,0.0,0.0,15.4,WashCa01
Nick Westbrook-Ikhine,MIA,WR,28,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,89.0,8.09,0.0,0.0,0.0,0,0.0,0.0,19.9,WestNi00
Trayveon Williams,2TM,RB,28,7,0.0,0.0,0.0,0.0,0.0,10.0,36.0,3.6,0.0,9.0,8.0,55.0,6.88,0.0,0.0,0.0,0,0.0,0.0,17.1,WillTr06
Ronnie Bell,NOR,WR,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,23.0,11.5,1.0,0.0,0.0,1,0.0,0.0,10.3,BellRo01
British Brooks,HOU,RB,26,15,0.0,0.0,0.0,0.0,0.0,17.0,78.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.8,BrooBr01
Noah Brown,WAS,WR,29,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,83.0,16.6,0.0,0.0,0.0,0,0.0,0.0,13.3,BrowNo00
Josiah Deguara,ARI,TE,28,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,21.0,7.0,1.0,0.0,0.0,1,0.0,0.0,11.1,DeguJo00
Austin Ekeler,WAS,RB,30,2,0.0,0.0,0.0,0.0,0.0,14.0,43.0,3.07,0.0,7.0,5.0,38.0,7.6,0.0,0.0,0.0,0,0.0,0.0,13.1,EkelAu00
Kaleb Johnson,PIT,RB,22,10,0.0,0.0,0.0,0.0,0.0,28.0,69.0,2.46,0.0,2.0,1.0,9.0,9.0,0.0,1.0,0.0,0,0.0,0.0,8.8,JohnKa03
Kenny Pickett,LVR,QB,27,6,28.0,45.0,188.0,1.0,2.0,5.0,22.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,7.7,PickKe00
Cade Stover,HOU,TE,25,9,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,0.0,16.0,12.0,76.0,6.33,0.0,0.0,0.0,0,0.0,0.0,19.9,StovCa00
Cam Akers,2TM,RB,26,6,1.0,1.0,32.0,1.0,0.0,5.0,19.0,3.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.2,AkerCa00
Devin Culp,TAM,TE,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1,0.0,0.0,7.6,CulpDe00
Corey Kiner,ARI,RB,23,4,0.0,0.0,0.0,0.0,0.0,12.0,58.0,4.83,0.0,3.0,2.0,15.0,7.5,0.0,0.0,0.0,0,0.0,0.0,9.3,KineCo00
Ray-Ray McCloud,2TM,WR,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,69.0,9.86,0.0,0.0,0.0,0,0.0,0.0,13.9,McClRa00
James Proche,TEN,WR,29,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,65.0,10.83,0.0,0.0,0.0,0,0.0,0.0,12.5,ProcJa00
Arian Smith,NYJ,WR,24,16,0.0,0.0,0.0,0.0,0.0,4.0,13.0,3.25,0.0,16.0,7.0,52.0,7.43,0.0,0.0,0.0,0,0.0,0.0,13.5,SmitAr01
Xavier Weaver,ARI,WR,25,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,67.0,9.57,0.0,0.0,0.0,0,0.0,0.0,13.7,WeavXa00
Ty Chandler,MIN,RB,27,3,0.0,0.0,0.0,0.0,0.0,17.0,47.0,2.76,0.0,4.0,3.0,11.0,3.67,0.0,0.0,0.0,0,0.0,0.0,8.8,ChanTy01
AJ Dillon,PHI,RB,27,7,0.0,0.0,0.0,0.0,0.0,12.0,60.0,5.0,0.0,3.0,3.0,21.0,7.0,0.0,1.0,1.0,0,0.0,0.0,9.1,DillAJ00
Hassan Haskins,LAC,RB,26,12,0.0,0.0,0.0,0.0,0.0,17.0,47.0,2.76,0.0,4.0,4.0,13.0,3.25,0.0,0.0,0.0,0,0.0,0.0,10.0,HaskHa00
Khalil Herbert,NYJ,RB,27,7,0.0,0.0,0.0,0.0,0.0,16.0,52.0,3.25,0.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,6.6,HerbKh00
Alec Ingold,MIA,FB,29,17,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,11.0,8.0,52.0,6.5,0.0,0.0,0.0,0,0.0,0.0,14.1,IngoAl01
Charlie Jones,CIN,WR,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,6.0,JoneCh11
Scotty Miller,PIT,WR,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,62.0,6.89,0.0,0.0,0.0,0,0.0,0.0,15.2,MillSc01
Foster Moreau,NOR,TE,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,59.0,8.43,0.0,0.0,0.0,0,0.0,0.0,12.9,MoreFo00
Zamir White,LVR,RB,26,6,0.0,0.0,0.0,0.0,0.0,12.0,32.0,2.67,0.0,6.0,4.0,24.0,6.0,0.0,0.0,0.0,0,0.0,0.0,9.6,WhitZa01
Robbie Chosen,WAS,WR,32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,53.0,10.6,0.0,0.0,0.0,0,0.0,0.0,10.3,AndeRo04
Brenden Bates,2TM,TE,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,48.0,12.0,0.0,0.0,0.0,0,0.0,0.0,8.8,BateBr00
Tahj Brooks,CIN,RB,23,16,0.0,0.0,0.0,0.0,0.0,16.0,45.0,2.81,0.0,2.0,1.0,9.0,9.0,0.0,0.0,0.0,0,0.0,0.0,6.4,BrooTa00
Anthony Firkser,DET,TE,30,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,53.0,6.63,0.0,0.0,0.0,0,0.0,0.0,13.3,FirkAn00
Evan Hull,NOR,RB,25,6,0.0,0.0,0.0,0.0,0.0,19.0,48.0,2.53,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,6.4,HullEv00
Mason Kinsey,TEN,WR,27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,48.0,24.0,0.0,0.0,0.0,0,0.0,0.0,6.8,KinsMa00
Gage Larvadain,CLE,WR,23,13,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,14.0,7.0,71.0,10.14,0.0,4.0,1.0,0,0.0,0.0,12.4,LarvGa00
Aidan O'Connell,LVR,QB,27,1,10.0,22.0,102.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.8,OConAi00
Ronnie Rivers,LAR,RB,26,11,0.0,0.0,0.0,0.0,0.0,9.0,46.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.6,RiveRo01
Eric Saubert,SEA,TE,31,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,31.0,7.75,0.0,0.0,0.0,0,1.0,0.0,9.1,SaubEr00
Stone Smartt,NYJ,TE,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,52.0,7.43,0.0,0.0,0.0,0,0.0,0.0,12.2,SmarSt00
Austin Trammell,JAX,WR,27,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,46.0,15.33,0.0,0.0,0.0,0,0.0,0.0,7.6,TramAu00
Charlie Woerner,ATL,TE,28,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,48.0,6.0,0.0,0.0,0.0,0,0.0,0.0,12.8,WoerCh00
Dareke Young,SEA,WR,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,48.0,24.0,0.0,0.0,0.0,0,0.0,0.0,6.8,YounDa02
Braxton Berrios,HOU,WR,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,37.0,6.17,0.0,0.0,0.0,0,0.0,0.0,9.7,BerrBr00
Max Brosmer,MIN,QB,24,7,47.0,71.0,328.0,0.0,4.0,7.0,11.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,4.2,BrosMa00
Shane Buechele,KAN,QB,27,1,7.0,14.0,88.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.9,BuecSh00
Nathan Carter,ATL,RB,23,7,0.0,0.0,0.0,0.0,0.0,9.0,60.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,4.0,CartNa00
Julius Chestnut,TEN,RB,25,17,0.0,0.0,0.0,0.0,0.0,11.0,40.0,3.64,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,ChesJu00
Dylan Drummond,ATL,WR,25,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,42.0,6.0,0.0,0.0,0.0,0,0.0,0.0,11.2,DrumDy00
D'Wayne Eskridge,MIA,WR,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,62.0,15.5,0.0,1.0,1.0,0,0.0,0.0,8.2,EskrDW00
Kylen Granson,PHI,TE,27,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,40.0,5.71,0.0,0.0,0.0,0,0.0,0.0,11.0,GranKy00
Jalin Hyatt,NYG,WR,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,35.0,7.0,0.0,0.0,0.0,0,0.0,0.0,8.5,HyatJa00
Tom Kennedy,DET,WR,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,36.0,9.0,0.0,0.0,0.0,0,0.0,0.0,7.6,KennTo01
Keleki Latu,BUF,TE,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,35.0,8.75,0.0,0.0,0.0,0,0.0,0.0,7.5,LatuKe00
Albert Okwuegbunam,LVR,TE,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,36.0,7.2,0.0,0.0,0.0,0,0.0,0.0,8.6,OkwuAl00
Dameon Pierce,2TM,RB,25,5,0.0,0.0,0.0,0.0,0.0,14.0,36.0,2.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.6,PierDa01
Xavier Restrepo,TEN,WR,23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,41.0,13.67,0.0,0.0,0.0,0,0.0,0.0,7.1,RestXa00
Cedrick Wilson Jr.,MIA,WR,30,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,44.0,8.8,0.0,0.0,0.0,0,0.0,0.0,9.4,WilsCe01
Tyson Bagent,CHI,QB,25,3,3.0,4.0,47.0,0.0,0.0,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2.6,BageTy00
Teddy Bridgewater,TAM,QB,33,4,8.0,15.0,62.0,0.0,0.0,3.0,4.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.9,BridTe00
Jalen Brooks,2TM,WR,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,51.0,17.0,0.0,1.0,1.0,0,0.0,0.0,6.1,BrooJa03
Beaux Collins,NYG,WR,23,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,12.5,0.0,0.0,0.0,0,0.0,0.0,4.5,CollBe00
Devin Duvernay,CHI,WR,28,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,26.0,13.0,0.0,0.0,0.0,0,0.0,0.0,4.6,DuveDe00
Tai Felton,MIN,WR,22,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,25.0,8.33,0.0,0.0,0.0,0,0.0,0.0,5.5,FeltTa00
Reggie Gilliam,BUF,FB,28,17,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,24.0,12.0,0.0,0.0,0.0,0,0.0,0.0,4.8,GillRe00
Tyler Goodson,IND,RB,25,11,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.67,0.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0,0.0,0.0,5.2,GoodTy00
KhaDarel Hodge,ATL,WR,30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,31.0,10.33,0.0,0.0,0.0,0,0.0,0.0,6.1,HodgKh00
D'Ernest Johnson,2TM,RB,29,8,0.0,0.0,0.0,0.0,0.0,14.0,25.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.5,JohnDE04
Jacoby Jones,WAS,WR,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,25.0,0.0,0.0,0.0,0,0.0,0.0,3.5,JoneJa16
Velus Jones Jr.,2TM,WR,28,8,0.0,0.0,0.0,0.0,0.0,4.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.2,JoneVe00
Jonathan Mingo,DAL,WR,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,25.0,25.0,0.0,0.0,0.0,0,0.0,0.0,3.5,MingJo00
James Mitchell,CAR,TE,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,28.0,9.33,0.0,0.0,0.0,0,0.0,0.0,5.8,MitcJa00
Nikko Remigio,KAN,WR,26,14,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,1.0,1.0,21.0,21.0,0.0,2.0,0.0,0,0.0,0.0,4.2,RemiNi00
Ben Sims,2TM,TE,25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,30.0,10.0,0.0,0.0,0.0,0,0.0,0.0,6.0,SimsBe00
Durham Smythe,CHI,TE,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,25.0,6.25,0.0,0.0,0.0,0,0.0,0.0,6.5,SmytDu00
Deven Thompkins,ATL,WR,26,7,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,3.0,3.0,27.0,9.0,0.0,0.0,0.0,0,0.0,0.0,6.2,ThomDe07
Jordan Watkins,SFO,WR,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,26.0,13.0,0.0,0.0,0.0,0,0.0,0.0,4.6,WatkJo00
Justin Watson,HOU,WR,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,30.0,10.0,0.0,0.0,0.0,0,0.0,0.0,6.0,WatsJu01
Jake Bobo,SEA,WR,27,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,10.0,0.0,0.0,0.0,0,0.0,0.0,4.0,BoboJa00
Britain Covey,PHI,WR,28,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,20.0,10.0,0.0,2.0,0.0,0,0.0,0.0,4.0,CoveBr00
DeeJay Dallas,2TM,RB,27,6,0.0,0.0,0.0,0.0,0.0,3.0,21.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,DallDe00
Joshua Dobbs,NWE,QB,30,4,7.0,10.0,65.0,0.0,0.0,10.0,-5.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,DobbJo00
Clyde Edwards-Helaire,KAN,RB,26,2,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1.86,0.0,2.0,2.0,9.0,4.5,0.0,0.0,0.0,0,0.0,0.0,4.2,EdwaCl00
Tucker Fisk,LAC,TE,26,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,19.0,9.5,0.0,0.0,0.0,0,0.0,0.0,3.9,FiskTu00
Roschon Johnson,CHI,RB,24,7,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.7,JohnRo07
Tim Jones,2TM,WR,27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,0.0,0,0.0,0.0,2.5,JoneTi00
Jakobie Keeney-James,GNB,WR,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,0.0,0,0.0,0.0,3.5,KeenJa00
Lucas Krull,DEN,TE,27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,15.0,7.5,0.0,0.0,0.0,0,0.0,0.0,3.5,KrulLu00
Will Mallory,IND,TE,26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,0.0,0.0,0,0.0,0.0,2.6,MallWi00
Tay Martin,WAS,WR,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,11.5,0.0,0.0,0.0,0,0.0,0.0,4.3,MartTa00
Zaire Mitchell-Paden,2TM,TE,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,17.0,8.5,0.0,0.0,0.0,0,0.0,0.0,3.7,MitcZa00
David Moore,CAR,WR,30,4,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,2.7,MoorDa03
Tip Reiman,ARI,TE,24,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,18.0,6.0,0.0,0.0,0.0,0,0.0,0.0,4.8,ReimTi00
Cooper Rush,BAL,QB,32,4,34.0,52.0,303.0,0.0,4.0,4.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.7,RushCo00
Trent Sherfield,2TM,WR,29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,21.0,7.0,0.0,0.0,0.0,0,0.0,0.0,5.1,SherTr00
Clayton Tune,GNB,QB,26,2,7.0,15.0,42.0,0.0,1.0,5.0,23.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2.0,TuneCl00
Tahj Washington,MIA,WR,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,37.0,12.33,0.0,1.0,1.0,0,0.0,0.0,4.7,WashTa00
Jared Wayne,HOU,WR,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,10.0,0.0,0.0,0.0,0,0.0,0.0,4.0,WaynJa01
Jelani Woods,NYJ,TE,27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0,1.0,0.0,3.4,WoodJe01
Jacardia Wright,SEA,RB,25,1,0.0,0.0,0.0,0.0,0.0,5.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,WrigJa05
Colson Yankoff,WAS,TE,25,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,18.0,9.0,0.0,0.0,0.0,0,0.0,0.0,3.8,YankCo00
Shane Zylstra,DET,TE,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,20.0,6.67,0.0,0.0,0.0,0,0.0,0.0,5.0,ZylsSh00
Brandon Allen,TEN,QB,33,1,17.0,30.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9,AlleBr00
Andre Baccellia,ARI,WR,28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0,0.0,0.0,2.8,BaccAn00
Alex Bachman,LVR,WR,29,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,6.0,0.0,1.0,0.0,0,0.0,0.0,3.2,BachAl00
